"","ACL","ZIP","IP","VMP","NVM","TDM","TDC","TDCH","TEM","TEC","TECH","TNM","TNC","TNCH","TIM","TIC","TICH","CSC","Churn"
"854",70,415,"No","No",0,134.7,96,22.9,235.9,90,20.05,260.2,113,11.71,7.6,6,2.05,3,"NO"
"857",104,408,"No","No",0,183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1,"NO"
"868",86,510,"No","No",0,141.3,72,24.02,154.3,95,13.12,210.6,91,9.48,8.2,5,2.21,1,"NO"
"871",123,408,"No","No",0,105,150,17.85,251.6,90,21.39,258,93,11.61,14.9,5,4.02,0,"NO"
"876",132,415,"No","Yes",15,154.6,128,26.28,245.6,106,20.88,148.6,90,6.69,9.1,4,2.46,1,"NO"
"881",32,408,"No","No",0,171.2,82,29.1,185.6,102,15.78,203.3,64,9.15,10.2,7,2.75,1,"NO"
"882",86,510,"No","No",0,124.1,82,21.1,202.6,120,17.22,289.6,119,13.03,6.7,8,1.81,3,"NO"
"883",130,415,"No","No",0,162.8,113,27.68,290.3,111,24.68,114.9,140,5.17,7.2,3,1.94,1,"NO"
"885",73,415,"No","No",0,254.8,85,43.32,143.4,80,12.19,153.9,102,6.93,15,7,4.05,2,"NO"
"892",87,510,"No","No",0,110.9,91,18.85,158.5,115,13.47,207.5,131,9.34,6.2,5,1.67,1,"NO"
"898",108,408,"No","Yes",35,215.9,106,36.7,200.6,107,17.05,195.4,107,8.79,15.5,7,4.19,0,"NO"
"899",125,415,"No","No",0,140.1,132,23.82,209.6,126,17.82,264.1,77,11.88,8,2,2.16,1,"NO"
"900",89,415,"No","Yes",32,209.9,113,35.68,249.8,104,21.23,224.2,92,10.09,8.7,7,2.35,1,"NO"
"901",72,510,"Yes","Yes",29,139.8,114,23.77,138.2,91,11.75,221,88,9.95,5.5,6,1.49,0,"NO"
"909",23,408,"No","No",0,190.2,89,32.33,166.4,108,14.14,219.8,73,9.89,15,4,4.05,6,"NO"
"915",179,510,"No","No",0,287.3,123,48.84,288,114,24.48,266,112,11.97,10.5,4,2.84,0,"YES"
"924",1,415,"No","No",0,144.8,107,24.62,112.5,66,9.56,218.7,79,9.84,13.8,3,3.73,1,"NO"
"929",205,510,"No","Yes",24,175.8,139,29.89,155,98,13.18,180.7,64,8.13,7.8,5,2.11,2,"NO"
"930",24,415,"No","No",0,241.9,104,41.12,145.2,112,12.34,214.5,105,9.65,6.6,5,1.78,1,"NO"
"940",56,408,"No","No",0,91.1,90,15.49,179.3,115,15.24,300.7,89,13.53,11.9,8,3.21,2,"NO"
"942",63,510,"No","No",0,153.5,81,26.1,287.3,115,24.42,230.2,85,10.36,6.5,5,1.76,2,"NO"
"944",132,510,"No","No",0,191.9,107,32.62,206.9,127,17.59,272,88,12.24,12.6,2,3.4,1,"NO"
"947",46,408,"No","No",0,257.4,67,43.76,261.1,91,22.19,204.4,107,9.2,13.4,5,3.62,2,"YES"
"948",150,415,"No","Yes",28,174.4,75,29.65,169.9,80,14.44,201.6,130,9.07,11,4,2.97,1,"NO"
"952",101,415,"No","No",0,153.8,89,26.15,234,89,19.89,196.3,77,8.83,11.6,2,3.13,4,"NO"
"956",114,415,"No","Yes",34,154.4,109,26.25,221.4,142,18.82,208.5,103,9.38,10.3,5,2.78,0,"NO"
"958",144,415,"Yes","No",0,150,69,25.5,285.9,73,24.3,190.6,121,8.58,9.4,15,2.54,0,"NO"
"959",91,510,"No","Yes",23,232.4,97,39.51,186,88,15.81,190.5,128,8.57,12.3,3,3.32,3,"NO"
"961",5,415,"No","No",0,199.2,106,33.86,187.3,12,15.92,214,85,9.63,13.3,3,3.59,3,"NO"
"967",48,510,"No","Yes",22,152,63,25.84,258.8,131,22,263.2,109,11.84,15.7,5,4.24,2,"YES"
"969",122,408,"No","Yes",33,174.9,103,29.73,248.2,105,21.1,164.6,116,7.41,13.5,3,3.65,1,"YES"
"983",84,415,"No","Yes",33,159.1,106,27.05,149.8,101,12.73,213.4,108,9.6,13,18,3.51,1,"NO"
"984",92,510,"No","No",0,212.4,105,36.11,224.6,118,19.09,221.3,105,9.96,9,4,2.43,1,"NO"
"990",178,408,"No","No",0,275.4,150,46.82,187.5,62,15.94,147.1,126,6.62,13.6,3,3.67,1,"NO"
"991",38,415,"No","Yes",31,197.2,118,33.52,249.9,70,21.24,298.9,104,13.45,3.9,2,1.05,0,"NO"
"994",70,510,"No","No",0,126.3,99,21.47,141.6,106,12.04,255.9,96,11.52,9.6,2,2.59,0,"NO"
"997",179,510,"No","No",0,116.1,101,19.74,201.8,99,17.15,181.9,103,8.19,11.6,5,3.13,0,"NO"
"999",59,510,"No","No",0,179.4,80,30.5,232.5,99,19.76,175.8,105,7.91,14.7,3,3.97,0,"NO"
"1000",165,415,"No","No",0,207.7,109,35.31,164.8,94,14.01,54.5,91,2.45,7.9,3,2.13,0,"NO"
"1001",133,408,"No","No",0,277.3,138,47.14,228.4,117,19.41,117.3,103,5.28,12.8,4,3.46,2,"YES"
"1003",93,408,"No","Yes",32,138.1,91,23.48,167.3,72,14.22,238.9,115,10.75,6.8,3,1.84,2,"NO"
"1006",12,510,"Yes","No",0,216.7,117,36.84,116.5,126,9.9,220,110,9.9,9.8,4,2.65,2,"NO"
"1015",102,415,"No","No",0,114.8,125,19.52,81.9,126,6.96,304.3,101,13.69,12,4,3.24,0,"NO"
"1018",132,415,"No","No",0,176.7,132,30.04,244.1,80,20.75,176.3,120,7.93,9.1,4,2.46,2,"NO"
"1025",146,510,"Yes","No",0,133,65,22.61,262.8,93,22.34,214.3,128,9.64,11.2,3,3.02,1,"NO"
"1028",161,510,"Yes","No",0,194.2,106,33.01,249.4,105,21.2,254.9,129,11.47,12.9,1,3.48,1,"YES"
"1029",70,415,"No","No",0,222.8,114,37.88,215.9,113,18.35,223.5,122,10.06,0,0,0,1,"NO"
"1047",158,510,"No","No",0,220.9,129,37.55,242.2,108,20.59,233.3,75,10.5,6.4,5,1.73,0,"NO"
"1049",85,510,"No","No",0,212.3,107,36.09,228.4,103,19.41,163.3,116,7.35,7.7,3,2.08,0,"NO"
"1056",161,415,"No","No",0,178.1,109,30.28,146.5,86,12.45,137.6,78,6.19,8.5,2,2.3,1,"NO"
"1058",86,415,"No","Yes",38,123,158,20.91,133.9,119,11.38,138.2,103,6.22,13.3,4,3.59,1,"NO"
"1060",174,415,"No","No",0,239.2,72,40.66,188.5,124,16.02,105.6,116,4.75,8.8,3,2.38,1,"NO"
"1063",190,415,"No","Yes",26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1,"NO"
"1066",68,415,"No","Yes",29,239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,0,"NO"
"1068",118,408,"No","No",0,187.4,97,31.86,177.8,89,15.11,233.4,97,10.5,12.2,6,3.29,1,"NO"
"1070",22,510,"No","No",0,160.4,108,27.27,218.1,88,18.54,192.9,115,8.68,12.5,4,3.38,1,"NO"
"1071",75,415,"No","No",0,143.2,92,24.34,209.1,142,17.77,173,96,7.79,11.9,9,3.21,1,"NO"
"1074",44,510,"No","No",0,143.2,77,24.34,169.8,114,14.43,215.8,77,9.71,7.6,4,2.05,1,"NO"
"1079",80,408,"No","No",0,322.3,113,54.79,222,95,18.87,162.8,123,7.33,6.7,8,1.81,0,"YES"
"1088",109,408,"No","No",0,217,115,36.89,207,142,17.6,268,106,12.06,8.2,4,2.21,1,"NO"
"1091",131,510,"No","No",0,153.4,86,26.08,198.5,81,16.87,164.4,83,7.4,10.4,3,2.81,0,"NO"
"1092",59,510,"No","No",0,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10,3,2.7,2,"NO"
"1093",148,408,"No","No",0,185.2,87,31.48,170.4,96,14.48,165.1,104,7.43,9.5,13,2.57,1,"NO"
"1095",115,415,"No","No",0,245.2,105,41.68,159,109,13.52,229.9,74,10.35,7.2,8,1.94,0,"NO"
"1097",93,415,"No","No",0,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1,"NO"
"1104",52,415,"No","No",0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0,"NO"
"1106",135,510,"No","Yes",28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,2,"YES"
"1109",151,510,"No","No",0,235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57,3,"NO"
"1115",108,408,"No","Yes",15,165.1,85,28.07,267,93,22.7,250.7,114,11.28,10.9,4,2.94,1,"NO"
"1118",136,408,"Yes","No",0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,"NO"
"1120",189,415,"No","No",0,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05,3,"NO"
"1130",71,415,"No","No",0,103.3,103,17.56,138.5,79,11.77,164.8,98,7.42,9,2,2.43,2,"NO"
"1133",83,415,"No","Yes",37,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1,"NO"
"1139",46,408,"No","No",0,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,1,"NO"
"1140",127,510,"No","No",0,220.2,108,37.43,188.4,124,16.01,172.7,113,7.77,11.7,3,3.16,2,"NO"
"1141",9,415,"No","Yes",39,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73,1,"NO"
"1144",105,415,"No","Yes",29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10,5,2.7,0,"NO"
"1153",16,408,"No","No",0,209.5,89,35.62,172.8,85,14.69,94.1,102,4.23,8.8,4,2.38,1,"NO"
"1155",76,408,"No","Yes",26,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19,1,"NO"
"1164",157,510,"No","Yes",30,194.3,107,33.03,243.2,108,20.67,322.2,114,14.5,7.1,5,1.92,1,"NO"
"1166",50,415,"Yes","Yes",26,307.1,94,52.21,289.4,78,24.6,174.9,109,7.87,8,3,2.16,0,"NO"
"1167",72,415,"No","No",0,118.2,106,20.09,167.2,136,14.21,214.2,106,9.64,12.2,3,3.29,3,"NO"
"1174",109,408,"No","No",0,222.2,113,37.77,218.5,122,18.57,266,88,11.97,10.9,5,2.94,1,"NO"
"1183",172,408,"No","No",0,287.1,108,48.81,178.4,125,15.16,153.2,98,6.89,14.4,2,3.89,3,"YES"
"1201",100,415,"No","Yes",25,215.9,90,36.7,257.9,92,21.92,180.2,157,8.11,11.6,4,3.13,1,"NO"
"1204",155,408,"No","Yes",39,183.3,106,31.16,205.1,101,17.43,263.7,90,11.87,5.1,7,1.38,1,"NO"
"1207",92,510,"No","Yes",25,134,112,22.78,206,111,17.51,180.6,118,8.13,9.7,4,2.62,0,"NO"
"1209",154,415,"No","No",0,191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,10.2,3,2.75,3,"NO"
"1210",144,510,"Yes","Yes",35,174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,3,3.46,0,"NO"
"1211",48,408,"No","No",0,275.2,67,46.78,180.2,108,15.32,159,110,7.15,7.9,2,2.13,1,"NO"
"1214",126,415,"No","No",0,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,4,3.19,1,"NO"
"1215",122,415,"No","No",0,107.9,88,18.34,235.8,109,20.04,228.6,119,10.29,9.5,3,2.57,2,"NO"
"1230",177,408,"No","No",0,84.9,77,14.43,257.5,109,21.89,210.5,66,9.47,7.5,5,2.03,2,"NO"
"1231",91,510,"No","No",0,217.9,71,37.04,230.1,116,19.56,232.1,110,10.44,10.6,2,2.86,1,"NO"
"1233",24,510,"No","No",0,243,91,41.31,183.9,77,15.63,184.3,109,8.29,15.3,6,4.13,0,"YES"
"1234",48,510,"No","No",0,128.2,71,21.79,48.1,78,4.09,116.3,80,5.23,8.9,3,2.4,0,"NO"
"1239",147,415,"Yes","Yes",24,219.9,118,37.38,208.5,116,17.72,352.5,111,15.86,8.1,4,2.19,3,"NO"
"1243",136,510,"Yes","No",0,256.8,90,43.66,230.1,104,19.56,143.6,82,6.46,9.1,10,2.46,3,"NO"
"1245",45,408,"No","Yes",38,196.8,92,33.46,254.2,108,21.61,261.8,85,11.78,7.7,2,2.08,1,"NO"
"1248",132,415,"No","No",0,117.6,66,19.99,214,108,18.19,239.5,94,10.78,8.8,5,2.38,1,"NO"
"1251",81,415,"No","No",0,145.4,132,24.72,129.3,91,10.99,186.4,109,8.39,5.2,4,1.4,1,"NO"
"1253",116,510,"No","No",0,229.3,93,38.98,184.5,111,15.68,168.2,91,7.57,8.8,3,2.38,2,"NO"
"1262",30,510,"No","No",0,145,76,24.65,240.7,112,20.46,197.1,134,8.87,7.1,4,1.92,3,"NO"
"1265",72,408,"No","No",0,147,79,24.99,162.3,103,13.8,162.9,80,7.33,10.5,4,2.84,1,"NO"
"1272",81,408,"Yes","Yes",37,237.1,76,40.31,264.2,125,22.46,271.3,120,12.21,7.9,3,2.13,1,"NO"
"1274",28,415,"No","No",0,121.7,48,20.69,125.8,112,10.69,261.6,122,11.77,8.3,2,2.24,6,"YES"
"1275",111,510,"No","No",0,176.4,62,29.99,201,124,17.09,150.4,138,6.77,11.2,2,3.02,0,"NO"
"1276",3,510,"No","Yes",27,67.4,116,11.46,244,78,20.74,281.1,93,12.65,11.4,2,3.08,2,"NO"
"1277",51,415,"No","No",0,229.7,129,39.05,336,104,28.56,192.8,128,8.68,9.6,1,2.59,1,"YES"
"1278",68,415,"No","Yes",24,176,118,29.92,277.9,116,23.62,174.7,71,7.86,14.7,7,3.97,1,"NO"
"1281",58,510,"No","No",0,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75,0,"YES"
"1283",111,415,"No","No",0,229.4,107,39,214.1,99,18.2,289.6,95,13.03,10.4,6,2.81,4,"NO"
"1284",144,415,"No","No",0,139.6,96,23.73,124.2,93,10.56,95.6,75,4.3,15,4,4.05,2,"NO"
"1289",56,510,"No","No",0,253.2,95,43.04,188,116,15.98,142,133,6.39,4.4,4,1.19,1,"NO"
"1290",129,408,"No","No",0,98,99,16.66,240.7,62,20.46,254.8,123,11.47,10.5,4,2.84,0,"NO"
"1291",92,408,"No","No",0,249.4,118,42.4,211.5,95,17.98,169,116,7.61,9.1,3,2.46,0,"NO"
"1294",166,415,"No","No",0,220.7,106,37.52,177.8,118,15.11,206.1,102,9.27,12.4,9,3.35,1,"NO"
"1295",66,408,"No","No",0,87.6,76,14.89,262,111,22.27,184.6,125,8.31,9.2,5,2.48,1,"NO"
"1297",79,415,"No","No",0,213.6,110,36.31,234.9,121,19.97,229.6,157,10.33,8.8,3,2.38,2,"NO"
"1301",46,510,"No","No",0,199.2,111,33.86,175.1,83,14.88,210.6,84,9.48,10.2,2,2.75,3,"NO"
"1302",137,415,"No","No",0,115,130,19.55,137.8,83,11.71,224,61,10.08,7.3,4,1.97,3,"NO"
"1320",101,415,"No","No",0,248.6,102,42.26,174.9,93,14.87,207.2,86,9.32,6.1,3,1.65,3,"NO"
"1323",2,415,"Yes","No",0,132.1,42,22.46,138.9,88,11.81,192.6,119,8.67,9.1,1,2.46,2,"YES"
"1330",137,415,"No","No",0,141.1,91,23.99,147.2,100,12.51,254.7,75,11.46,8,7,2.16,2,"NO"
"1336",71,415,"No","No",0,243.7,124,41.43,60,90,5.1,189,129,8.5,11.3,2,3.05,0,"NO"
"1338",97,510,"Yes","No",0,236.9,107,40.27,157.6,105,13.4,241,120,10.85,7.3,2,1.97,0,"YES"
"1341",190,408,"No","No",0,150.9,86,25.65,268.6,129,22.83,179.9,73,8.1,14.7,1,3.97,1,"NO"
"1345",111,415,"No","No",0,284.4,89,48.35,157,113,13.35,242.8,91,10.93,8.4,8,2.27,0,"YES"
"1348",111,408,"No","No",0,224.9,117,38.23,191.9,127,16.31,229.9,97,10.35,10.3,3,2.78,0,"NO"
"1355",105,408,"No","No",0,147.7,103,25.11,222.7,78,18.93,163.5,102,7.36,12.8,3,3.46,2,"NO"
"1357",118,415,"No","No",0,136.1,120,23.14,204.2,103,17.36,228.2,90,10.27,11.3,4,3.05,1,"NO"
"1359",51,510,"No","No",0,227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,0,"NO"
"1364",117,415,"No","Yes",31,104.9,115,17.83,237.6,125,20.2,263.4,104,11.85,7.7,6,2.08,3,"NO"
"1365",115,415,"No","No",0,245,97,41.65,250.7,75,21.31,270.2,124,12.16,13.7,8,3.7,1,"YES"
"1366",162,408,"No","No",0,184.5,118,31.37,224,95,19.04,180.5,82,8.12,11.6,3,3.13,1,"NO"
"1368",94,415,"Yes","No",0,235.6,131,40.05,194.8,107,16.56,170.6,93,7.68,8.6,4,2.32,1,"NO"
"1369",129,408,"No","No",0,186,127,31.62,262.3,96,22.3,98.9,63,4.45,11.5,6,3.11,4,"NO"
"1371",96,510,"No","No",0,179.5,125,30.52,162.3,139,13.8,264.5,133,11.9,6.6,2,1.78,1,"NO"
"1373",80,408,"No","No",0,118.1,90,20.08,144.3,77,12.27,225.1,86,10.13,8.2,6,2.21,1,"NO"
"1379",58,415,"Yes","Yes",43,142.8,96,24.28,272.3,100,23.15,193.4,105,8.7,8.9,4,2.4,1,"NO"
"1380",36,415,"No","No",0,202.4,115,34.41,230.7,115,19.61,202,127,9.09,10.2,2,2.75,3,"NO"
"1384",72,415,"No","Yes",21,138.1,113,23.48,260.1,83,22.11,135.4,118,6.09,8.2,2,2.21,2,"NO"
"1386",113,510,"No","No",0,81.3,116,13.82,220.6,124,18.75,235.7,113,10.61,8.9,3,2.4,0,"NO"
"1388",212,415,"No","No",0,126,96,21.42,144.3,80,12.27,302.8,102,13.63,7.6,3,2.05,1,"NO"
"1389",99,415,"Yes","No",0,197.2,127,33.52,156,92,13.26,204.1,99,9.18,9.9,6,2.67,4,"NO"
"1390",94,510,"No","No",0,194.1,62,33,227.2,54,19.31,190.4,115,8.57,15.3,4,4.13,1,"NO"
"1392",86,510,"No","Yes",29,157.2,118,26.72,196.3,136,16.69,226.7,109,10.2,8.4,5,2.27,3,"NO"
"1394",170,415,"No","No",0,246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,8,2.46,0,"NO"
"1396",103,415,"No","No",0,189.8,110,32.27,115.5,83,9.82,191.3,103,8.61,12.2,4,3.29,0,"NO"
"1398",101,510,"No","No",0,0,0,0,192.1,119,16.33,168.8,95,7.6,7.2,4,1.94,1,"NO"
"1399",98,408,"No","Yes",19,110.5,87,18.79,227.8,97,19.36,243.6,84,10.96,11,4,2.97,1,"NO"
"1404",126,510,"No","No",0,175.4,120,29.82,98.3,71,8.36,201.9,93,9.09,10.6,1,2.86,0,"NO"
"1413",131,415,"No","Yes",24,135.9,60,23.1,233.2,78,19.82,210.6,121,9.48,9.4,4,2.54,1,"NO"
"1415",182,415,"No","No",0,176.1,90,29.94,174.9,106,14.87,234.7,134,10.56,9.7,4,2.62,1,"NO"
"1428",176,415,"No","No",0,250.9,108,42.65,171.4,100,14.57,148.6,85,6.69,9.6,6,2.59,2,"NO"
"1430",11,510,"No","Yes",38,209.8,130,35.67,196.6,84,16.71,233,79,10.49,7,7,1.89,1,"NO"
"1432",127,510,"No","No",0,239.8,107,40.77,128.9,121,10.96,249.9,110,11.25,11.3,5,3.05,1,"NO"
"1436",89,415,"Yes","Yes",19,112.6,114,19.14,261.7,132,22.24,123.5,116,5.56,11.1,2,3,0,"YES"
"1437",83,510,"No","Yes",26,226.4,117,38.49,234.7,97,19.95,133.6,82,6.01,10.8,7,2.92,1,"NO"
"1446",55,510,"No","Yes",8,222.5,104,37.83,171.5,94,14.58,377.5,114,16.99,9.7,2,2.62,1,"NO"
"1447",111,415,"No","Yes",28,128.8,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,2,2.78,2,"NO"
"1449",110,415,"No","No",0,242.5,110,41.23,162.3,140,13.8,184.1,86,8.28,7.8,3,2.11,4,"NO"
"1450",192,415,"No","No",0,221.6,101,37.67,285.2,50,24.24,167.4,83,7.53,12.7,6,3.43,4,"NO"
"1452",101,415,"No","Yes",33,219.7,137,37.35,186.8,94,15.88,184.5,113,8.3,9.5,2,2.57,2,"NO"
"1453",77,510,"No","No",0,144.9,136,24.63,151.3,115,12.86,252.4,73,11.36,12.3,3,3.32,2,"NO"
"1462",145,408,"No","No",0,39.5,78,6.72,264.3,106,22.47,185.8,90,8.36,10,6,2.7,0,"NO"
"1466",83,510,"No","No",0,132.4,120,22.51,121.6,101,10.34,197.7,84,8.9,8.6,2,2.32,1,"NO"
"1467",195,415,"No","No",0,63.2,108,10.74,220.2,88,18.72,184,99,8.28,5.1,3,1.38,0,"NO"
"1469",75,510,"No","Yes",27,117.5,102,19.98,206.8,127,17.58,194.4,114,8.75,4.2,7,1.13,3,"NO"
"1478",112,415,"No","No",0,168.6,102,28.66,298,117,25.33,194.7,110,8.76,9.8,5,2.65,1,"NO"
"1481",78,408,"No","No",0,87,102,14.79,193.6,64,16.46,205.8,120,9.26,11,5,2.97,0,"NO"
"1483",6,408,"No","No",0,226.5,93,38.51,152.1,122,12.93,164.4,98,7.4,9.4,4,2.54,3,"NO"
"1484",107,510,"Yes","No",0,234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,10,3,2.7,1,"NO"
"1486",138,415,"No","No",0,133.9,87,22.76,166.4,110,14.14,193.5,139,8.71,15.4,3,4.16,1,"NO"
"1487",103,510,"No","No",0,160.2,104,27.23,138.9,70,11.81,312.5,97,14.06,9.7,2,2.62,0,"NO"
"1490",161,415,"No","No",0,72.8,120,12.38,267.1,120,22.7,222.5,91,10.01,11.8,2,3.19,2,"NO"
"1491",1,415,"No","No",0,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7,2,1.89,1,"NO"
"1502",72,510,"No","No",0,272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,2,3.43,0,"NO"
"1509",93,408,"No","No",0,152.4,74,25.91,274.6,88,23.34,252.2,120,11.35,6.6,5,1.78,3,"NO"
"1510",142,510,"No","Yes",40,237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,9.2,3,2.48,3,"NO"
"1513",22,408,"No","Yes",14,199.1,100,33.85,221.8,103,18.85,65.7,91,2.96,4.2,1,1.13,1,"NO"
"1523",62,510,"No","No",0,159.9,100,27.18,172.2,99,14.64,263.2,109,11.84,5.6,4,1.51,1,"NO"
"1534",127,510,"Yes","No",0,242.2,102,41.17,226.1,80,19.22,252,96,11.34,13.9,5,3.75,2,"YES"
"1535",136,510,"No","No",0,259.4,99,44.1,172.7,125,14.68,293.7,78,13.22,10.7,6,2.89,1,"YES"
"1536",99,415,"No","No",0,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,12,8,3.24,2,"NO"
"1539",113,415,"No","No",0,61.2,111,10.4,92.3,88,7.85,197.4,114,8.88,13.7,3,3.7,5,"YES"
"1543",81,510,"Yes","No",0,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,11.9,3,3.21,0,"NO"
"1550",107,408,"No","No",0,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,3,3.89,1,"NO"
"1552",225,415,"No","No",0,165.4,106,28.12,273.7,109,23.26,210,93,9.45,8.7,3,2.35,0,"YES"
"1559",79,415,"No","Yes",34,103.7,100,17.63,236.3,78,20.09,256.6,102,11.55,14.8,4,4,2,"NO"
"1563",37,415,"No","No",0,191.1,69,32.49,129.2,113,10.98,207.5,117,9.34,12.9,1,3.48,0,"NO"
"1575",122,415,"Yes","Yes",40,216.4,80,36.79,249.7,90,21.22,185.9,99,8.37,12.7,4,3.43,1,"NO"
"1585",94,510,"No","No",0,163.5,136,27.8,143.7,111,12.21,253.4,82,11.4,12.6,5,3.4,1,"NO"
"1588",128,415,"No","No",0,216,111,36.72,153.7,115,13.06,227,74,10.22,12.7,4,3.43,1,"NO"
"1590",76,415,"No","No",0,143.7,55,24.43,173.1,108,14.71,239.1,95,10.76,5.8,6,1.57,1,"NO"
"1592",90,415,"No","Yes",29,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,11.1,5,3,2,"NO"
"1594",105,415,"Yes","No",0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,7,2.94,1,"YES"
"1596",83,415,"No","No",0,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,8.6,4,2.32,3,"NO"
"1601",115,415,"No","Yes",26,155.2,110,26.38,230.9,133,19.63,261.6,100,11.77,4.5,4,1.22,0,"NO"
"1607",95,415,"No","No",0,198.4,113,33.73,235.9,144,20.05,325.6,99,14.65,10.1,3,2.73,0,"NO"
"1609",163,408,"No","Yes",25,219.6,99,37.33,210.4,99,17.88,242.7,88,10.92,13.8,8,3.73,2,"NO"
"1610",57,415,"No","No",0,169.6,96,28.83,234.7,112,19.95,285.4,83,12.84,11.2,4,3.02,0,"NO"
"1612",83,415,"No","Yes",20,95,89,16.15,167.9,92,14.27,200.6,79,9.03,11.2,2,3.02,0,"NO"
"1617",67,415,"No","No",0,179.8,125,30.57,173.2,86,14.72,272.8,97,12.28,10.9,4,2.94,0,"NO"
"1621",154,408,"No","Yes",35,224,102,38.08,192,99,16.32,163.1,100,7.34,9.6,2,2.59,0,"NO"
"1623",117,415,"No","No",0,184.8,83,31.42,248.6,101,21.13,133.1,113,5.99,9.6,8,2.59,1,"NO"
"1624",130,408,"No","No",0,176.3,140,29.97,201,104,17.09,161.9,123,7.29,11.3,5,3.05,1,"NO"
"1627",149,510,"No","No",0,207.3,115,35.24,198.4,82,16.86,114.1,83,5.13,8.6,4,2.32,1,"NO"
